seqnum,i,lat,lon,f-i,forward_angle,wind,wind_u,wind_v,landfall,time,tracknum
2,82,-12.675,163.325,11,194.884058941935,30.0,-28.993427472563017,-7.7059174270964075,0,1970-01-13 03:00:00,1970003S16165
2,83,-12.95,163.25,10,194.8681849944106,30.0,-28.995561304635178,-7.697884425551163,0,1970-01-13 06:00:00,1970003S16165
2,84,-13.225,163.175,9,194.85198139652397,30.0,-28.997737154016445,-7.689683995235064,0,1970-01-13 09:00:00,1970003S16165
2,85,-13.5,163.1,8,224.16190467777943,30.0,-21.52121959265188,-20.900648488620075,0,1970-01-13 12:00:00,1970003S16165
2,86,-13.700000000000001,162.9,7,224.13719829567688,30.0,-21.53023011239858,-20.891366429871585,0,1970-01-13 15:00:00,1970003S16165
2,87,-13.9,162.7,6,224.1121228532454,30.0,-21.5393711364839,-20.881941745077352,0,1970-01-13 18:00:00,1970003S16165
2,88,-14.100000000000001,162.5,5,224.08667776184043,30.0,-21.54864269547257,-20.872374038016297,0,1970-01-13 21:00:00,1970003S16165
2,89,-14.3,162.3,4,227.06935020586351,30.0,-20.433379137327204,-21.965359478739277,0,1970-01-14 00:00:00,1970003S16165
2,90,-14.525,162.05,3,227.0398053561971,30.0,-20.44470296553419,-21.95481998676094,0,1970-01-14 03:00:00,1970003S16165
2,91,-14.75,161.8,2,227.0097881311185,30.0,-20.456202276509487,-21.944106006454856,0,1970-01-14 06:00:00,1970003S16165
2,92,-14.975,161.55,1,226.97929749004308,30.0,-20.467877200444235,-21.933216884614417,0,1970-01-14 09:00:00,1970003S16165
2,93,-15.2,161.3,0,226.97929749004308,30.0,-20.467877200444235,-21.933216884614417,0,1970-01-14 12:00:00,1970003S16165
3,1,-15.1,160.7,16,138.77775853818054,55.0,-41.36875367339933,36.24398183850126,0,1970-02-16 00:00:00,1970041S14139
3,2,-15.375,160.95,15,138.81582055114478,55.0,-41.39282169053652,36.216492272105114,0,1970-02-16 03:00:00,1970041S14139
